age,hp_kW,km,Gearing_Type,Gears,body_type,make_model,Fuel,Drive_chain,Weight_kg,Paint_Type,Upholstery_type,cons_comb,price
2.0,70.0,12500.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1110.0,Metallic,Cloth,4.2,22400.0
3.0,70.0,40000.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1110.0,Metallic,Cloth,4.2,22400.0
2.0,70.0,40000.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1110.0,Metallic,Cloth,4.3,22400.0
3.0,70.0,49200.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.2,22400.0
3.0,66.0,61000.0,Manual,5.0,Sedans,Audi A1,Diesel,front,1205.0,Metallic,Cloth,3.9,22400.0
3.0,66.0,46000.0,Manual,5.0,Sedans,Audi A1,Diesel,front,1205.0,Metallic,Cloth,3.7,22400.0
3.0,70.0,46892.0,Manual,5.0,Compact,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.3,22398.4
3.0,66.0,76000.0,Manual,5.0,Station wagon,Audi A1,Diesel,front,1195.0,Metallic,Cloth,3.4,22398.4
2.0,70.0,15757.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.2,22384.0
3.0,60.0,24000.0,Manual,5.0,Compact,Audi A1,Benzine,front,1180.0,Metallic,Cloth,4.2,22384.0
3.0,92.0,55000.0,Manual,6.0,Sedans,Audi A1,Benzine,front,1180.0,Metallic,Cloth,5.1,22400.0
2.0,66.0,22000.0,Semi-automatic,7.0,Sedans,Audi A1,Diesel,front,1195.0,Metallic,Cloth,3.8,33600.0
1.0,70.0,15097.0,Semi-automatic,7.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.2,33440.0
2.0,85.0,19594.0,Semi-automatic,7.0,Sedans,Audi A1,Diesel,front,1135.0,Metallic,Cloth,3.7,33280.0
2.0,141.0,33500.0,Semi-automatic,7.0,Sedans,Audi A1,Benzine,front,1280.0,Metallic,Cloth,5.6,32000.0
3.0,66.0,64000.0,Semi-automatic,7.0,Sedans,Audi A1,Diesel,front,1220.0,Metallic,Cloth,3.6,31840.0
2.0,70.0,16500.0,Semi-automatic,7.0,Sedans,Audi A1,Benzine,front,1165.0,Metallic,Cloth,4.4,30400.0
1.0,85.0,14400.0,Semi-automatic,7.0,Sedans,Audi A1,Diesel,front,1275.0,Metallic,Cloth,3.7,32800.0
3.0,66.0,60000.0,Semi-automatic,7.0,Sedans,Audi A1,Diesel,front,1250.0,Metallic,Cloth,3.8,30400.0
1.0,66.0,5000.0,Semi-automatic,7.0,Sedans,Audi A1,Diesel,front,1220.0,Metallic,Cloth,4.0,30240.0
2.0,66.0,30000.0,Semi-automatic,7.0,Sedans,Audi A1,Diesel,front,1220.0,Metallic,Cloth,3.6,29600.0
1.0,66.0,6718.0,Semi-automatic,7.0,Sedans,Audi A1,Diesel,front,1250.0,Metallic,Cloth,4.0,29600.0
3.0,85.0,26792.0,Semi-automatic,7.0,Sedans,Audi A1,Diesel,front,1135.0,Metallic,Cloth,3.7,29600.0
2.0,70.0,9950.0,Semi-automatic,7.0,Sedans,Audi A1,Benzine,front,1165.0,Metallic,Cloth,4.4,28800.0
1.0,85.0,15000.0,Semi-automatic,7.0,Sedans,Audi A1,Diesel,front,1275.0,Metallic,Cloth,3.7,28800.0
1.0,66.0,12500.0,Semi-automatic,7.0,Sedans,Audi A1,Diesel,front,1250.0,Metallic,Part/Full Leather,3.8,29280.0
3.0,66.0,70000.0,Semi-automatic,7.0,Sedans,Audi A1,Diesel,front,1250.0,Metallic,Part/Full Leather,3.8,28800.0
2.0,66.0,30000.0,Semi-automatic,7.0,Sedans,Audi A1,Diesel,front,1220.0,Metallic,Part/Full Leather,3.8,28800.0
3.0,70.0,53694.0,Semi-automatic,7.0,Compact,Audi A1,Benzine,front,1065.0,Metallic,Part/Full Leather,4.4,28712.0
3.0,66.0,29000.0,Semi-automatic,7.0,Sedans,Audi A1,Diesel,front,1250.0,Metallic,Part/Full Leather,3.6,28000.0
3.0,70.0,15000.0,Semi-automatic,7.0,Sedans,Audi A1,Benzine,front,1165.0,Metallic,Part/Full Leather,4.4,27200.0
3.0,66.0,41000.0,Semi-automatic,7.0,Sedans,Audi A1,Diesel,front,1250.0,Metallic,Part/Full Leather,3.8,27040.0
1.0,85.0,19200.0,Semi-automatic,7.0,Sedans,Audi A1,Diesel,front,1275.0,Metallic,Part/Full Leather,4.0,26880.0
3.0,66.0,44000.0,Semi-automatic,7.0,Sedans,Audi A1,Diesel,front,1250.0,Metallic,Part/Full Leather,3.8,26400.0
3.0,85.0,43000.0,Semi-automatic,7.0,Sedans,Audi A1,Diesel,front,1275.0,Metallic,Cloth,4.0,26400.0
3.0,66.0,55000.0,Semi-automatic,7.0,Sedans,Audi A1,Diesel,front,1250.0,Metallic,Part/Full Leather,3.6,26400.0
2.0,85.0,45000.0,Semi-automatic,7.0,Sedans,Audi A1,Diesel,front,1275.0,Metallic,Part/Full Leather,3.7,25598.4
2.0,70.0,27448.0,Semi-automatic,7.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.2,25568.0
3.0,66.0,53900.0,Semi-automatic,7.0,Sedans,Audi A1,Diesel,front,1250.0,Metallic,Part/Full Leather,4.0,25520.0
3.0,85.0,55300.0,Semi-automatic,7.0,Sedans,Audi A1,Diesel,front,1275.0,Metallic,Part/Full Leather,3.7,25440.0
3.0,85.0,55300.0,Semi-automatic,7.0,Sedans,Audi A1,Diesel,front,1275.0,Metallic,Part/Full Leather,3.7,25440.0
3.0,85.0,49000.0,Semi-automatic,7.0,Sedans,Audi A1,Diesel,front,1275.0,Metallic,Part/Full Leather,4.0,25440.0
3.0,85.0,65000.0,Semi-automatic,7.0,Sedans,Audi A1,Diesel,front,1275.0,Metallic,Part/Full Leather,3.7,25280.0
3.0,70.0,8900.0,Semi-automatic,7.0,Sedans,Audi A1,Benzine,front,1140.0,Metallic,Part/Full Leather,4.4,24800.0
3.0,70.0,27015.0,Manual,5.0,Station wagon,Audi A1,Benzine,front,1580.0,Metallic,Cloth,4.2,23104.0
3.0,85.0,92000.0,Semi-automatic,7.0,Sedans,Audi A1,Diesel,front,1275.0,Metallic,Part/Full Leather,3.7,22880.0
3.0,85.0,92470.0,Semi-automatic,7.0,Sedans,Audi A1,Diesel,front,1250.0,Metallic,Cloth,4.0,20798.4
3.0,66.0,32000.0,Semi-automatic,7.0,Sedans,Audi A1,Diesel,front,1195.0,Metallic,Cloth,3.6,24000.0
3.0,92.0,51052.0,Manual,5.0,Compact,Audi A1,Benzine,front,1180.0,Metallic,Cloth,4.9,23120.0
3.0,85.0,59722.0,Manual,5.0,Sedans,Audi A1,Diesel,front,1135.0,Metallic,Cloth,3.7,23104.0
3.0,66.0,50000.0,Semi-automatic,7.0,Sedans,Audi A1,Diesel,front,1275.0,Metallic,Cloth,4.2,24000.0
3.0,60.0,25025.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.4,23120.0
3.0,70.0,34600.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.2,23088.0
3.0,70.0,34600.0,Manual,5.0,Compact,Audi A1,Benzine,front,1180.0,Metallic,Cloth,4.2,23088.0
3.0,70.0,33400.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.2,23048.0
2.0,66.0,4679.0,Manual,5.0,Compact,Audi A1,Diesel,front,1180.0,Metallic,Cloth,4.4,23040.0
2.0,85.0,30553.0,Manual,5.0,Compact,Audi A1,Diesel,front,1225.0,Metallic,Cloth,3.0,23025.600000000002
2.0,70.0,13990.0,Manual,5.0,Compact,Audi A1,Benzine,front,1180.0,Metallic,Cloth,4.2,23088.0
2.0,85.0,37534.0,Manual,5.0,Compact,Audi A1,Diesel,front,1250.0,Metallic,Cloth,3.7,23040.0
3.0,70.0,101087.0,Manual,5.0,Compact,Audi A1,Benzine,front,1035.0,Metallic,Cloth,4.2,23024.0
3.0,60.0,14350.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1110.0,Metallic,Cloth,4.2,23024.0
3.0,71.0,62104.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.2,23024.0
3.0,66.0,64350.0,Manual,5.0,Compact,Audi A1,Diesel,front,1180.0,Metallic,Cloth,3.7,23024.0
2.0,85.0,18455.0,Manual,5.0,Sedans,Audi A1,Diesel,front,1250.0,Metallic,Cloth,3.7,23024.0
3.0,66.0,25684.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.2,23020.800000000003
3.0,70.0,16988.0,Manual,5.0,Compact,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.4,23008.0
2.0,66.0,21740.0,Manual,5.0,Sedans,Audi A1,Diesel,front,1165.0,Metallic,Cloth,3.6,22960.0
3.0,85.0,47300.0,Manual,5.0,Sedans,Audi A1,Diesel,front,1135.0,Metallic,Cloth,3.7,22384.0
3.0,92.0,73000.0,Manual,6.0,Sedans,Audi A1,Benzine,front,1155.0,Metallic,Cloth,4.9,22384.0
3.0,66.0,78556.0,Manual,5.0,Sedans,Audi A1,Diesel,front,1195.0,Metallic,Cloth,3.4,22384.0
3.0,66.0,57250.0,Manual,5.0,Compact,Audi A1,Diesel,front,1180.0,Metallic,Cloth,4.4,22384.0
3.0,85.0,56200.0,Manual,5.0,Compact,Audi A1,Diesel,front,1180.0,Metallic,Cloth,4.4,22382.4
2.0,60.0,12437.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.2,22368.0
3.0,85.0,56150.0,Manual,5.0,Sedans,Audi A1,Diesel,front,1135.0,Metallic,Cloth,4.2,22384.0
3.0,70.0,30000.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1110.0,Metallic,Cloth,4.2,22384.0
3.0,70.0,26300.0,Manual,5.0,Compact,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.4,22384.0
3.0,70.0,27070.0,Manual,5.0,Compact,Audi A1,Benzine,front,1180.0,Metallic,Cloth,4.4,22368.0
3.0,66.0,49289.0,Manual,5.0,Compact,Audi A1,Diesel,front,1180.0,Metallic,Cloth,4.1,22352.0
3.0,66.0,49289.0,Manual,5.0,Sedans,Audi A1,Diesel,front,1135.0,Metallic,Cloth,4.1,22352.0
3.0,70.0,53956.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.2,22320.0
3.0,70.0,89000.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.2,22336.0
3.0,70.0,15700.0,Manual,5.0,Compact,Audi A1,Benzine,front,1180.0,Metallic,Cloth,4.4,22336.0
2.0,70.0,60000.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.2,22328.0
3.0,66.0,50000.0,Manual,5.0,Sedans,Audi A1,Diesel,front,1195.0,Metallic,Cloth,3.7,22320.0
3.0,70.0,29275.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.2,22320.0
3.0,70.0,34701.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.2,22320.0
3.0,70.0,52284.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.2,22320.0
3.0,70.0,27300.0,Manual,5.0,Coupe,Audi A1,Benzine,front,1010.0,Metallic,Part/Full Leather,4.2,22320.0
3.0,70.0,99990.0,Manual,5.0,Compact,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.0,22320.0
3.0,85.0,105099.0,Manual,5.0,Sedans,Audi A1,Diesel,front,1135.0,Metallic,Cloth,3.8,22320.0
3.0,70.0,59896.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.2,22320.0
2.0,70.0,47588.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.2,22320.0
3.0,70.0,75072.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.2,22320.0
3.0,66.0,86000.0,Manual,5.0,Sedans,Audi A1,Diesel,front,1195.0,Metallic,Cloth,3.7,22320.0
3.0,66.0,85775.0,Manual,5.0,Compact,Audi A1,Diesel,front,1205.0,Metallic,Cloth,3.7,22368.0
2.0,66.0,52300.0,Manual,5.0,Sedans,Audi A1,Diesel,front,1205.0,Metallic,Cloth,3.4,22320.0
3.0,60.0,26776.0,Manual,5.0,Compact,Audi A1,Benzine,front,1180.0,Metallic,Cloth,4.2,22320.0
2.0,70.0,20700.0,Automatic,7.0,Compact,Audi A1,Benzine,front,1090.0,Metallic,Cloth,4.4,30384.0
1.0,70.0,9619.0,Automatic,7.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.4,30368.0
1.0,85.0,12796.0,Automatic,7.0,Sedans,Audi A1,Diesel,front,1175.0,Metallic,Cloth,3.7,30384.0
2.0,70.0,13256.0,Automatic,7.0,Sedans,Audi A1,Benzine,front,1610.0,Metallic,Cloth,4.5,30592.0
1.0,92.0,13011.0,Automatic,7.0,Compact,Audi A1,Benzine,front,1180.0,Metallic,Cloth,4.9,31800.0
2.0,70.0,23033.0,Automatic,7.0,Sedans,Audi A1,Benzine,front,1223.0,Metallic,Cloth,4.4,31824.0
1.0,70.0,5394.0,Automatic,7.0,Compact,Audi A1,Benzine,front,1180.0,Metallic,Cloth,4.4,31819.2
1.0,70.0,14500.0,Automatic,7.0,Compact,Audi A1,Benzine,front,1180.0,Metallic,Cloth,4.4,32720.0
1.0,66.0,14405.0,Automatic,7.0,Sedans,Audi A1,Diesel,front,1220.0,Metallic,Cloth,4.0,32800.0
1.0,66.0,14405.0,Automatic,7.0,Sedans,Audi A1,Diesel,front,1220.0,Metallic,Cloth,4.0,32800.0
2.0,70.0,25400.0,Automatic,7.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.4,32800.0
1.0,71.0,9392.0,Automatic,6.0,Compact,Audi A1,Benzine,front,1090.0,Metallic,Cloth,4.4,33440.0
2.0,92.0,15870.0,Automatic,7.0,Compact,Audi A1,Benzine,front,1180.0,Metallic,Cloth,5.1,33264.0
1.0,71.0,18892.0,Automatic,7.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.2,33584.0
1.0,85.0,1414.0,Automatic,7.0,Sedans,Audi A1,Diesel,front,1660.0,Metallic,Cloth,3.9,34160.0
2.0,70.0,29987.0,Automatic,7.0,Compact,Audi A1,Benzine,front,1065.0,Metallic,Cloth,4.4,34240.0
1.0,85.0,13009.0,Automatic,7.0,Compact,Audi A1,Diesel,front,1180.0,Metallic,Cloth,4.0,33440.0
0.0,85.0,1647.3626086956522,Automatic,7.0,Sedans,Audi A1,Benzine,front,1165.0,Metallic,Cloth,4.4,34080.0
0.0,85.0,1.0,Automatic,7.0,Sedans,Audi A1,Benzine,front,1165.0,Metallic,Cloth,4.4,34080.0
1.0,70.0,8668.0,Automatic,7.0,Compact,Audi A1,Benzine,front,1180.0,Metallic,Part/Full Leather,4.4,34208.0
2.0,92.0,6256.0,Automatic,7.0,Compact,Audi A1,Benzine,front,1215.0,Metallic,Cloth,4.9,33440.0
2.0,66.0,15400.0,Manual,5.0,Compact,Audi A1,Diesel,front,1180.0,Metallic,Cloth,4.4,23824.0
2.0,70.0,24497.0,Manual,5.0,Compact,Audi A1,Benzine,front,1010.0,Metallic,Cloth,4.2,23920.0
2.0,60.0,32978.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1530.0,Metallic,Cloth,4.2,23920.0
2.0,66.0,42645.0,Manual,5.0,Sedans,Audi A1,Diesel,front,1540.0,Metallic,Cloth,4.2,23920.0
2.0,66.0,42645.0,Manual,5.0,Sedans,Audi A1,Diesel,front,1540.0,Metallic,Cloth,4.2,23920.0
1.0,85.0,13000.0,Automatic,7.0,Sedans,Audi A1,Diesel,front,1275.0,Metallic,Cloth,3.8,34400.0
2.0,60.0,32978.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1530.0,Metallic,Cloth,4.2,23920.0
2.0,70.0,48200.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1110.0,Metallic,Cloth,4.2,23920.0
1.0,67.0,1125.0,Automatic,7.0,Sedans,Audi A1,Diesel,front,1135.0,Metallic,Cloth,4.2,34400.0
2.0,60.0,13978.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.2,23889.600000000002
2.0,60.0,13978.0,Manual,5.0,Compact,Audi A1,Benzine,front,1180.0,Metallic,Cloth,4.2,23889.600000000002
2.0,60.0,15800.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.4,23856.0
2.0,85.0,58000.0,Manual,5.0,Sedans,Audi A1,Diesel,front,1250.0,Metallic,Cloth,3.8,23840.0
1.0,70.0,9000.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1580.0,Metallic,Cloth,4.3,23840.0
2.0,60.0,8992.0,Manual,5.0,Compact,Audi A1,Benzine,front,1110.0,Metallic,Cloth,4.2,23840.0
1.0,85.0,19200.0,Manual,5.0,Sedans,Audi A1,Diesel,front,1695.0,Metallic,Cloth,3.7,23840.0
1.0,70.0,10400.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1580.0,Metallic,Cloth,4.3,23840.0
2.0,66.0,67899.0,Manual,5.0,Sedans,Audi A1,Diesel,front,1135.0,Metallic,Cloth,3.7,23840.0
2.0,70.0,39450.0,Manual,5.0,Compact,Audi A1,Benzine,front,1180.0,Metallic,Cloth,4.4,23840.0
0.0,70.0,3000.0,Manual,5.0,Compact,Audi A1,Benzine,front,1134.0,Metallic,Cloth,4.2,23840.0
1.0,70.0,5900.0,Manual,5.0,Compact,Audi A1,Benzine,front,1110.0,Metallic,Cloth,4.4,23838.4
2.0,60.0,22000.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.2,23816.0
2.0,66.0,13650.0,Manual,5.0,Sedans,Audi A1,Diesel,front,1135.0,Metallic,Cloth,3.7,23808.0
2.0,70.0,47800.0,Manual,5.0,Compact,Audi A1,Benzine,front,1180.0,Metallic,Cloth,4.2,23840.0
2.0,60.0,11700.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.4,23808.0
2.0,70.0,25700.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1110.0,Metallic,Cloth,4.2,23200.0
1.0,70.0,15000.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1110.0,Metallic,Cloth,4.2,23200.0
2.0,66.0,12800.0,Manual,5.0,Sedans,Audi A1,Diesel,front,1165.0,Metallic,Cloth,4.1,23808.0
2.0,85.0,42973.0,Manual,5.0,Sedans,Audi A1,Diesel,front,1135.0,Metallic,Cloth,3.5,23806.4
2.0,92.0,34000.0,Manual,6.0,Sedans,Audi A1,Benzine,front,1180.0,Metallic,Cloth,5.0,23200.0
2.0,60.0,21400.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.2,23200.0
2.0,85.0,89000.0,Manual,5.0,Sedans,Audi A1,Diesel,front,1225.0,Metallic,Cloth,3.8,23200.0
2.0,70.0,12900.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Uni/basic,Cloth,4.2,23200.0
2.0,70.0,64000.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Uni/basic,Cloth,4.2,23200.0
2.0,60.0,27000.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1110.0,Metallic,Cloth,4.2,23200.0
1.0,70.0,17442.0,Manual,5.0,Compact,Audi A1,Benzine,front,1180.0,Metallic,Cloth,4.4,23200.0
2.0,85.0,20000.0,Manual,5.0,Sedans,Audi A1,Diesel,front,1250.0,Metallic,Cloth,3.7,23200.0
2.0,70.0,3937.0,Automatic,7.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.4,34400.0
2.0,92.0,14029.0,Automatic,7.0,Compact,Audi A1,Benzine,front,1155.0,Metallic,Part/Full Leather,4.9,34384.0
2.0,110.0,25900.0,Automatic,7.0,Compact,Audi A1,Benzine,front,1180.0,Metallic,Cloth,4.7,34384.0
1.0,92.0,11400.0,Automatic,7.0,Compact,Audi A1,Benzine,front,1180.0,Metallic,Cloth,5.2,34384.0
1.0,92.0,4936.0,Automatic,7.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.9,34368.0
1.0,92.0,2819.0,Automatic,7.0,Compact,Audi A1,Benzine,front,1180.0,Metallic,Cloth,4.9,34336.0
1.0,70.0,14653.0,Automatic,7.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.4,34336.0
2.0,70.0,18900.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.2,23664.0
2.0,66.0,89500.0,Manual,5.0,Compact,Audi A1,Diesel,front,1195.0,Metallic,Cloth,3.7,23664.0
1.0,92.0,4212.0,Automatic,7.0,Compact,Audi A1,Benzine,front,1180.0,Metallic,Cloth,4.9,34368.0
2.0,66.0,26400.0,Manual,5.0,Sedans,Audi A1,Diesel,front,1135.0,Metallic,Cloth,3.7,23664.0
2.0,66.0,16527.0,Manual,5.0,Sedans,Audi A1,Diesel,front,1135.0,Metallic,Cloth,3.7,23648.0
2.0,66.0,11619.0,Manual,5.0,Sedans,Audi A1,Diesel,front,1135.0,Metallic,Cloth,3.7,23648.0
2.0,60.0,37064.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.2,23648.0
2.0,60.0,5200.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.2,23600.0
2.0,66.0,42700.0,Manual,5.0,Sedans,Audi A1,Diesel,front,1165.0,Metallic,Cloth,3.6,23520.0
2.0,66.0,25600.0,Manual,5.0,Station wagon,Audi A1,Diesel,front,1195.0,Metallic,Cloth,3.7,23600.0
2.0,60.0,100800.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1625.0,Metallic,Part/Full Leather,4.2,23600.0
2.0,70.0,14700.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.2,23568.0
1.0,60.0,10783.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.2,23488.0
2.0,60.0,34000.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.2,23198.4
2.0,85.0,17973.0,Manual,5.0,Sedans,Audi A1,Diesel,front,1180.0,Metallic,Cloth,3.5,23281.600000000002
2.0,85.0,25500.0,Manual,5.0,Compact,Audi A1,Diesel,front,1600.0,Metallic,Cloth,3.7,23200.0
1.0,71.0,30757.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.3,23184.0
2.0,66.0,46450.0,Manual,5.0,Sedans,Audi A1,Diesel,front,1195.0,Metallic,Cloth,3.7,23184.0
2.0,85.0,53000.0,Manual,5.0,Compact,Audi A1,Diesel,front,1180.0,Metallic,Cloth,3.7,23184.0
2.0,87.0,26158.0,Manual,5.0,Sedans,Audi A1,Diesel,front,1250.0,Metallic,Cloth,3.7,23184.0
2.0,87.0,26158.0,Manual,5.0,Sedans,Audi A1,Diesel,front,1250.0,Metallic,Cloth,3.7,23184.0
2.0,87.0,26158.0,Manual,5.0,Sedans,Audi A1,Diesel,front,1250.0,Metallic,Cloth,3.7,23184.0
1.0,71.0,30757.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.3,23184.0
1.0,71.0,30757.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.3,23184.0
1.0,70.0,14653.0,Automatic,7.0,Sedans,Audi A1,Benzine,front,1135.0,Uni/basic,Cloth,4.4,34336.0
2.0,110.0,26800.0,Automatic,7.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.7,34336.0
1.0,92.0,5962.0,Automatic,7.0,Station wagon,Audi A1,Benzine,front,1215.0,Uni/basic,Cloth,4.9,34320.0
1.0,70.0,11042.0,Automatic,7.0,Compact,Audi A1,Benzine,front,1180.0,Metallic,Part/Full Leather,4.4,34312.0
2.0,141.0,9900.0,Automatic,7.0,Sedans,Audi A1,Benzine,front,1255.0,Metallic,Cloth,5.6,34288.0
0.0,110.0,1647.3626086956522,Automatic,7.0,Compact,Audi A1,Benzine,front,1180.0,Metallic,Part/Full Leather,5.0,34249.6
2.0,92.0,24146.0,Automatic,7.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,5.9,34272.0
1.0,70.0,12000.0,Automatic,7.0,Sedans,Audi A1,Benzine,front,1090.0,Metallic,Part/Full Leather,4.4,34240.0
2.0,92.0,15201.0,Automatic,7.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,5.2,34240.0
2.0,60.0,15000.0,Manual,5.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.2,23200.0
2.0,66.0,77685.0,Manual,5.0,Sedans,Audi A1,Diesel,front,1195.0,Metallic,Cloth,3.7,23184.0
2.0,70.0,9410.0,Automatic,7.0,Sedans,Audi A1,Benzine,front,1157.0,Metallic,Cloth,4.4,33584.0
1.0,70.0,12500.0,Automatic,7.0,Compact,Audi A1,Benzine,front,1180.0,Metallic,Cloth,4.4,33584.0
1.0,71.0,12756.0,Automatic,7.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.2,33584.0
2.0,92.0,28000.0,Automatic,7.0,Compact,Audi A1,Benzine,front,1180.0,Metallic,Part/Full Leather,5.1,33584.0
2.0,70.0,16974.0,Automatic,7.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.2,33584.0
2.0,92.0,28000.0,Automatic,7.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Part/Full Leather,5.1,33584.0
1.0,92.0,14300.0,Automatic,7.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.9,33576.0
1.0,70.0,6200.0,Automatic,7.0,Compact,Audi A1,Benzine,front,1180.0,Metallic,Part/Full Leather,4.4,33576.0
0.0,110.0,1.0,Automatic,7.0,Compact,Audi A1,Benzine,front,1240.0,Metallic,Cloth,5.1,33568.0
2.0,71.0,32115.0,Automatic,7.0,Compact,Audi A1,Benzine,front,1065.0,Metallic,Cloth,4.4,33520.0
1.0,85.0,6822.0,Automatic,7.0,Sedans,Audi A1,Diesel,front,1660.0,Metallic,Cloth,3.9,33520.0
1.0,70.0,10447.0,Automatic,7.0,Compact,Audi A1,Benzine,front,1180.0,Metallic,Cloth,4.4,33520.0
1.0,70.0,10384.0,Automatic,7.0,Sedans,Audi A1,Benzine,front,1135.0,Metallic,Cloth,4.4,33520.0
1.0,70.0,6500.0,Automatic,7.0,Sedans,Audi A1,Benzine,front,1165.0,Metallic,Cloth,4.4,33520.0
1.0,71.0,17500.0,Automatic,7.0,Compact,Audi A1,Benzine,front,1065.0,Metallic,Part/Full Leather,4.4,33520.0
1.0,70.0,7439.0,Automatic,7.0,Compact,Audi A1,Benzine,front,1165.0,Metallic,Part/Full Leather,4.4,33520.0
1.0,70.0,10000.0,Automatic,7.0,Station wagon,Audi A1,Benzine,front,1195.0,Metallic,Cloth,4.5,33504.0
2.0,71.0,28383.0,Automatic,6.0,Compact,Audi A1,Benzine,front,1065.0,Metallic,Cloth,4.4,33504.0
1.0,70.0,13187.0,Automatic,7.0,Compact,Audi A1,Benzine,front,1180.0,Metallic,Cloth,4.4,33502.4
